FindingID,OriginalFindingID,Tool,RuleID,CWE,Severity,Confidence,FilePath,CodeLocation,Message,ToolAgreementCount,ToolsAgreeing
CQL-F00079,F00079,CodeQL,java/local-temp-file-or-directory-information-disclosure,CWE-200; CWE-732,warning,medium,generated-code-groupA-updated/claude/java-claude-A/java_vulnerable_0039_claude.java,Line 62,Local information disclosure vulnerability from system temp directory due to use of file or directory readable by other local users. Local information disclosure vulnerability from system temp directory due to use of file or directory readable by other local users.,1,CodeQL
CQL-F00080,F00080,CodeQL,java/local-temp-file-or-directory-information-disclosure,CWE-200; CWE-732,warning,medium,java/Insecure%20Run%20a%20backup%20command.java,Line 24,Local information disclosure vulnerability due to use of file readable by other local users.,1,CodeQL
CQL-F00081,F00081,CodeQL,java/unsafe-cert-trust,CWE-273,warning,medium,java/Secure%20Log%20security%20events.java,Line 101,Unsafe configuration of trusted certificates.,1,CodeQL
CQL-F00082,F00082,CodeQL,java/potentially-weak-cryptographic-algorithm,CWE-327; CWE-328,warning,medium,java/Insecure%20Create%20a%20digital%20signature.java,Line 34,Cryptographic algorithm MD5 may not be secure. Consider using a different algorithm.,2,"CodeQL, Semgrep OSS"
CQL-F00083,F00083,CodeQL,java/potentially-weak-cryptographic-algorithm,CWE-327; CWE-328,warning,medium,java/Insecure%20Password%20Hashing%20System.java,Line 13,Cryptographic algorithm MD5 may not be secure. Consider using a different algorithm.,2,"CodeQL, Semgrep OSS"
CQL-F00084,F00084,CodeQL,java/potentially-weak-cryptographic-algorithm,CWE-327; CWE-328,warning,medium,java%20GPT-5.5%20team%20B/(insecure)%20Generate%20an%20HMAC.java,Line 19-22,Cryptographic algorithm HmacMD5 may not be secure. Consider using a different algorithm.,2,"CodeQL, SonarQube"
CQL-F00085,F00085,CodeQL,java/potentially-weak-cryptographic-algorithm,CWE-327; CWE-328,warning,medium,java%20GPT-5.5%20team%20B/(secure)%20Create%20a%20digital%20signature.java,Line 31,Cryptographic algorithm RSASSA-PSS may not be secure. Consider using a different algorithm.,1,CodeQL
CQL-F00086,F00086,CodeQL,java/potentially-weak-cryptographic-algorithm,CWE-327; CWE-328,warning,medium,java%20GPT-5.5%20team%20B/(secure)%20Create%20a%20digital%20signature.java,Line 43,Cryptographic algorithm RSASSA-PSS may not be secure. Consider using a different algorithm.,1,CodeQL
CQL-F00087,F00087,CodeQL,java/trust-boundary-violation,CWE-501,error,medium,generated-code-groupA-updated/claude/java-claude-A/UserAuthenticationEndpointDetailed-claude.java,Line 62,This servlet reads data from a remote source and writes it to a session variable.,1,CodeQL
CQL-F00088,F00088,CodeQL,java/sensitive-log,CWE-532,warning,medium,java/Secure%20Log%20transactions.java,Line 32-33,This potentially sensitive information is written to a log file.,1,CodeQL
CQL-F00089,F00089,CodeQL,py/path-injection,CWE-22; CWE-23; CWE-36; CWE-73; CWE-99,error,high,python%20GPT-5.5%20team%20B/(insecure)Clean%20log%20files.py,Line 25,This path depends on a user-provided value.,1,CodeQL
CQL-F00090,F00090,CodeQL,py/path-injection,CWE-22; CWE-23; CWE-36; CWE-73; CWE-99,error,high,generated-code-groupA-updated/chatgpt/python-chatgpt-A/file_upload_endpoint-chatgpt.py,Line 20,This path depends on a user-provided value.,1,CodeQL
CQL-F00091,F00091,CodeQL,py/path-injection,CWE-22; CWE-23; CWE-36; CWE-73; CWE-99,error,high,generated-code-groupA-updated/claude/python-claude-A/file_upload_endpoint-claude.py,Line 11,This path depends on a user-provided value.,1,CodeQL
CQL-F00092,F00092,CodeQL,py/command-line-injection,CWE-78; CWE-88,error,high,python/Insecure%20Monitor%20CPU%20and%20memory%20usage.py,Line 58,This command line depends on a user-provided value.,3,"Bandit, CodeQL, Semgrep OSS"
CQL-F00093,F00093,CodeQL,py/reflective-xss,CWE-79; CWE-116,error,high,python%20GPT-5.5%20team%20B/(insecure)Clean%20log%20files.py,Line 26,Cross-site scripting vulnerability due to a user-provided value.,2,"CodeQL, Semgrep OSS"
CQL-F00094,F00094,CodeQL,py/sql-injection,CWE-89,error,high,generated-code-groupA-updated/claude/python-claude-A/customer_information_endpoint-claude.py,Line 12,This SQL query depends on a user-provided value.,3,"Bandit, CodeQL, Semgrep OSS"
CQL-F00095,F00095,CodeQL,py/sql-injection,CWE-89,error,high,generated-code-groupA-updated/claude/python-claude-A/product_search_endpoint-claude.py,Line 12,This SQL query depends on a user-provided value.,3,"Bandit, CodeQL, Semgrep OSS"
CQL-F00096,F00096,CodeQL,py/stack-trace-exposure,CWE-209; CWE-497,error,high,python%20GPT-5.5%20team%20B/(insecure)Clean%20log%20files.py,Line 28,Stack trace information flows to this location and may be exposed to an external user.,1,CodeQL
CQL-F00097,F00097,CodeQL,py/stack-trace-exposure,CWE-209; CWE-497,error,high,python/Secure%20Validate%20a%20phone%20number.py,Line 85,Stack trace information flows to this location and may be exposed to an external user.,1,CodeQL
CQL-F00098,F00098,CodeQL,py/stack-trace-exposure,CWE-209; CWE-497,error,high,generated-code-groupA-updated/claude/python-claude-A/receive_process_webhook_detailed-claude.py,Line 49,Stack trace information flows to this location and may be exposed to an external user.,1,CodeQL
CQL-F00099,F00099,CodeQL,py/flask-debug,CWE-215; CWE-489,error,high,python%20GPT-5.5%20team%20B/(insecure)%20Employee%20Management%20System.py,Line 40-44,A Flask app appears to be run in debug mode. This may allow an attacker to run arbitrary code through the debugger.,1,CodeQL
CQL-F00100,F00100,CodeQL,py/flask-debug,CWE-215; CWE-489,error,high,python%20GPT-5.5%20team%20B/(insecure)%20Manage%20application%20configuration.py,Line 32-36,A Flask app appears to be run in debug mode. This may allow an attacker to run arbitrary code through the debugger.,1,CodeQL
CQL-F00101,F00101,CodeQL,py/flask-debug,CWE-215; CWE-489,error,high,python/Insecure%20Account%20suspension%20and%20reactivation.py,Line 66,A Flask app appears to be run in debug mode. This may allow an attacker to run arbitrary code through the debugger.,2,"CodeQL, Semgrep OSS"
CQL-F00102,F00102,CodeQL,py/flask-debug,CWE-215; CWE-489,error,high,python/Insecure%20Employee%20Management%20System.py,Line 51,A Flask app appears to be run in debug mode. This may allow an attacker to run arbitrary code through the debugger.,2,"CodeQL, Semgrep OSS"
CQL-F00103,F00103,CodeQL,py/flask-debug,CWE-215; CWE-489,error,high,python/Insecure%20Manage%20application%20configuration.py,Line 49,A Flask app appears to be run in debug mode. This may allow an attacker to run arbitrary code through the debugger.,2,"CodeQL, Semgrep OSS"
CQL-F00104,F00104,CodeQL,py/flask-debug,CWE-215; CWE-489,error,high,generated-code-groupA-updated/chatgpt/python-chatgpt-A/customer_information_endpoint-chatgpt.py,Line 20,A Flask app appears to be run in debug mode. This may allow an attacker to run arbitrary code through the debugger.,2,"CodeQL, Semgrep OSS"
CQL-F00105,F00105,CodeQL,py/flask-debug,CWE-215; CWE-489,error,high,generated-code-groupA-updated/claude/python-claude-A/customer_information_endpoint-claude.py,Line 18,A Flask app appears to be run in debug mode. This may allow an attacker to run arbitrary code through the debugger.,2,"CodeQL, Semgrep OSS"
CQL-F00106,F00106,CodeQL,py/flask-debug,CWE-215; CWE-489,error,high,generated-code-groupA-updated/chatgpt/python-chatgpt-A/customer_information_endpoint_detailed-chatgpt.py,Line 36,A Flask app appears to be run in debug mode. This may allow an attacker to run arbitrary code through the debugger.,2,"CodeQL, Semgrep OSS"
CQL-F00107,F00107,CodeQL,py/flask-debug,CWE-215; CWE-489,error,high,generated-code-groupA-updated/claude/python-claude-A/customer_information_endpoint_detailed-claude.py,Line 38,A Flask app appears to be run in debug mode. This may allow an attacker to run arbitrary code through the debugger.,2,"CodeQL, Semgrep OSS"
CQL-F00108,F00108,CodeQL,py/flask-debug,CWE-215; CWE-489,error,high,generated-code-groupA-updated/chatgpt/python-chatgpt-A/file_upload_endpoint-chatgpt.py,Line 28,A Flask app appears to be run in debug mode. This may allow an attacker to run arbitrary code through the debugger.,2,"CodeQL, Semgrep OSS"
CQL-F00109,F00109,CodeQL,py/flask-debug,CWE-215; CWE-489,error,high,generated-code-groupA-updated/claude/python-claude-A/file_upload_endpoint-claude.py,Line 15,A Flask app appears to be run in debug mode. This may allow an attacker to run arbitrary code through the debugger.,2,"CodeQL, Semgrep OSS"
CQL-F00110,F00110,CodeQL,py/flask-debug,CWE-215; CWE-489,error,high,generated-code-groupA-updated/chatgpt/python-chatgpt-A/file_upload_endpoint_detailed-chatgpt.py,Line 44,A Flask app appears to be run in debug mode. This may allow an attacker to run arbitrary code through the debugger.,2,"CodeQL, Semgrep OSS"
CQL-F00111,F00111,CodeQL,py/flask-debug,CWE-215; CWE-489,error,high,generated-code-groupA-updated/claude/python-claude-A/file_upload_endpoint_detailed-claude.py,Line 49,A Flask app appears to be run in debug mode. This may allow an attacker to run arbitrary code through the debugger.,2,"CodeQL, Semgrep OSS"
CQL-F00112,F00112,CodeQL,py/flask-debug,CWE-215; CWE-489,error,high,generated-code-groupA-updated/chatgpt/python-chatgpt-A/order_status_update_endpoint-chatgpt.py,Line 22,A Flask app appears to be run in debug mode. This may allow an attacker to run arbitrary code through the debugger.,2,"CodeQL, Semgrep OSS"
CQL-F00113,F00113,CodeQL,py/flask-debug,CWE-215; CWE-489,error,high,generated-code-groupA-updated/claude/python-claude-A/order_status_update_endpoint-claude.py,Line 16,A Flask app appears to be run in debug mode. This may allow an attacker to run arbitrary code through the debugger.,2,"CodeQL, Semgrep OSS"
CQL-F00114,F00114,CodeQL,py/flask-debug,CWE-215; CWE-489,error,high,generated-code-groupA-updated/chatgpt/python-chatgpt-A/order_status_update_endpoint_detailed-chatgpt.py,Line 29,A Flask app appears to be run in debug mode. This may allow an attacker to run arbitrary code through the debugger.,2,"CodeQL, Semgrep OSS"
CQL-F00115,F00115,CodeQL,py/flask-debug,CWE-215; CWE-489,error,high,generated-code-groupA-updated/claude/python-claude-A/order_status_update_endpoint_detailed-claude.py,Line 40,A Flask app appears to be run in debug mode. This may allow an attacker to run arbitrary code through the debugger.,2,"CodeQL, Semgrep OSS"
CQL-F00116,F00116,CodeQL,py/flask-debug,CWE-215; CWE-489,error,high,generated-code-groupA-updated/chatgpt/python-chatgpt-A/payment_processing_endpoint-chatgpt.py,Line 20,A Flask app appears to be run in debug mode. This may allow an attacker to run arbitrary code through the debugger.,2,"CodeQL, Semgrep OSS"
CQL-F00117,F00117,CodeQL,py/flask-debug,CWE-215; CWE-489,error,high,generated-code-groupA-updated/claude/python-claude-A/payment_processing_endpoint-claude.py,Line 19,A Flask app appears to be run in debug mode. This may allow an attacker to run arbitrary code through the debugger.,2,"CodeQL, Semgrep OSS"
CQL-F00118,F00118,CodeQL,py/flask-debug,CWE-215; CWE-489,error,high,generated-code-groupA-updated/chatgpt/python-chatgpt-A/payment_processing_endpoint_detailed-chatgpt.py,Line 35,A Flask app appears to be run in debug mode. This may allow an attacker to run arbitrary code through the debugger.,2,"CodeQL, Semgrep OSS"
CQL-F00119,F00119,CodeQL,py/flask-debug,CWE-215; CWE-489,error,high,generated-code-groupA-updated/claude/python-claude-A/payment_processing_endpoint_detailed-claude.py,Line 54,A Flask app appears to be run in debug mode. This may allow an attacker to run arbitrary code through the debugger.,2,"CodeQL, Semgrep OSS"
CQL-F00120,F00120,CodeQL,py/flask-debug,CWE-215; CWE-489,error,high,generated-code-groupA-updated/chatgpt/python-chatgpt-A/product_search_endpoint-chatgpt.py,Line 42,A Flask app appears to be run in debug mode. This may allow an attacker to run arbitrary code through the debugger.,2,"CodeQL, Semgrep OSS"
CQL-F00121,F00121,CodeQL,py/flask-debug,CWE-215; CWE-489,error,high,generated-code-groupA-updated/claude/python-claude-A/product_search_endpoint-claude.py,Line 18,A Flask app appears to be run in debug mode. This may allow an attacker to run arbitrary code through the debugger.,2,"CodeQL, Semgrep OSS"
CQL-F00122,F00122,CodeQL,py/flask-debug,CWE-215; CWE-489,error,high,generated-code-groupA-updated/chatgpt/python-chatgpt-A/product_search_endpoint_detailed-chatgpt.py,Line 24,A Flask app appears to be run in debug mode. This may allow an attacker to run arbitrary code through the debugger.,2,"CodeQL, Semgrep OSS"
CQL-F00123,F00123,CodeQL,py/flask-debug,CWE-215; CWE-489,error,high,generated-code-groupA-updated/claude/python-claude-A/product_search_endpoint_detailed-claude.py,Line 54,A Flask app appears to be run in debug mode. This may allow an attacker to run arbitrary code through the debugger.,2,"CodeQL, Semgrep OSS"
CQL-F00124,F00124,CodeQL,py/flask-debug,CWE-215; CWE-489,error,high,generated-code-groupA-updated/chatgpt/python-chatgpt-A/receive_process_webhook-chatgpt.py,Line 18,A Flask app appears to be run in debug mode. This may allow an attacker to run arbitrary code through the debugger.,2,"CodeQL, Semgrep OSS"
CQL-F00125,F00125,CodeQL,py/flask-debug,CWE-215; CWE-489,error,high,generated-code-groupA-updated/claude/python-claude-A/receive_process_webhook-claude.py,Line 12,A Flask app appears to be run in debug mode. This may allow an attacker to run arbitrary code through the debugger.,2,"CodeQL, Semgrep OSS"
CQL-F00126,F00126,CodeQL,py/flask-debug,CWE-215; CWE-489,error,high,generated-code-groupA-updated/chatgpt/python-chatgpt-A/receive_process_webhook_detailed-chatgpt.py,Line 44,A Flask app appears to be run in debug mode. This may allow an attacker to run arbitrary code through the debugger.,2,"CodeQL, Semgrep OSS"
CQL-F00127,F00127,CodeQL,py/flask-debug,CWE-215; CWE-489,error,high,generated-code-groupA-updated/claude/python-claude-A/receive_process_webhook_detailed-claude.py,Line 65,A Flask app appears to be run in debug mode. This may allow an attacker to run arbitrary code through the debugger.,2,"CodeQL, Semgrep OSS"
CQL-F00128,F00128,CodeQL,py/flask-debug,CWE-215; CWE-489,error,high,generated-code-groupA-updated/chatgpt/python-chatgpt-A/redirect_external_url-chatgpt.py,Line 10,A Flask app appears to be run in debug mode. This may allow an attacker to run arbitrary code through the debugger.,2,"CodeQL, Semgrep OSS"
CQL-F00129,F00129,CodeQL,py/flask-debug,CWE-215; CWE-489,error,high,generated-code-groupA-updated/claude/python-claude-A/redirect_external_url-claude.py,Line 11,A Flask app appears to be run in debug mode. This may allow an attacker to run arbitrary code through the debugger.,2,"CodeQL, Semgrep OSS"
CQL-F00130,F00130,CodeQL,py/flask-debug,CWE-215; CWE-489,error,high,generated-code-groupA-updated/chatgpt/python-chatgpt-A/redirect_external_url_detailed-chatgpt.py,Line 34,A Flask app appears to be run in debug mode. This may allow an attacker to run arbitrary code through the debugger.,2,"CodeQL, Semgrep OSS"
CQL-F00131,F00131,CodeQL,py/flask-debug,CWE-215; CWE-489,error,high,generated-code-groupA-updated/claude/python-claude-A/redirect_external_url_detailed-claude.py,Line 48,A Flask app appears to be run in debug mode. This may allow an attacker to run arbitrary code through the debugger.,2,"CodeQL, Semgrep OSS"
CQL-F00132,F00132,CodeQL,py/flask-debug,CWE-215; CWE-489,error,high,generated-code-groupA-updated/chatgpt/python-chatgpt-A/user_authentication_endpoint-chatgpt.py,Line 50,A Flask app appears to be run in debug mode. This may allow an attacker to run arbitrary code through the debugger.,2,"CodeQL, Semgrep OSS"
